深圳,746
广州,691
上海,623
北京,577
重庆,546
温州,468
泉州,464
成都,446
东莞,444
苏州,350
杭州,344
金华,325
武汉,316
郑州,303
福州,297
长沙,275
西安,266
宁波,252
南宁,252
青岛,244
厦门,244
合肥,237
赣州,234
佛山,231
台州,228
昆明,226
临沂,222
潍坊,211
南京,208
龙岩,206
海口,202
中山,201
盐城,197
天津,197
汕头,196
济南,189
惠州,188
石家庄,187
无锡,185
漳州,185
济宁,184
哈尔滨,180
宁德,180
徐州,172
聊城,161
宜昌,161
太原,158
运城,157
邯郸,155
三明,152
南平,147
泰安,146
滨州,140
贵阳,140
烟台,139
嘉兴,137
莆田,137
绍兴,134
连云港,133
玉林,133
柳州,129
大连,128
洛阳,127
沈阳,125
安阳,125
淄博,124
长春,122
泰州,121
临汾,121
保定,120
兰州,116
桂林,116
岳阳,116
新乡,114
湛江,114
宿迁,113
常州,112
南通,112
南昌,112
湖州,111
沧州,111
德州,110
菏泽,110
邢台,109
唐山,109
衡阳,108
乌鲁木齐,107
绵阳,107
安庆,107
银川,106
枣庄,105
邵阳,102
珠海,102
焦作,102
南阳,102
常德,101
江门,100
呼和浩特,99
日照,99
黄冈,99
曲靖,98
肇庆,97
荆州,97
淮安,97
清远,94
茂名,91
梅州,90
遵义,90
渭南,90
扬州,88
揭阳,87
株洲,86
梧州,86
汕尾,85
南充,85
廊坊,85
三门峡,84
晋中,83
河源,82
百色,81
怀化,81
益阳,81
韶关,80
镇江,80
郴州,79
信阳,79
长治,78
宣城,78
娄底,77
丽水,77
吕梁,75
宜春,75
滁州,75
濮阳,74
大庆,73
许昌,72
赤峰,71
阜阳,71
黔东南,70
河池,70
阳江,70
平顶山,69
潮州,69
红河哈尼族彝族自治州,69
上饶,68
芜湖,68
张家口,68
晋城,68
东营,67
衢州,66
丹东,66
德阳,65
威海,64
鄂尔多斯,64
六安,64
十堰,63
榆林,62
包头,62
黔南,62
吉林市,61
永州,61
九江,61
襄樊,61
宜宾,59
秦皇岛,59
衡水,58
毕节,57
汉中,56
湘潭,55
达州,55
泸州,54
黄石,54
咸宁,54
钦州,53
周口,53
乐山,53
蚌埠,53
商丘,53
吉安,51
黔西南,51
北海,51
酒泉,50
云浮,50
鞍山,50
巴中,48
内江,48
自贡,48
承德,48
荆门,47
阳泉,47
齐齐哈尔,47
昭通,47
孝感,46
淮南,46
宝鸡,46
宿州,45
呼伦贝尔,45
开封,45
马鞍山,45
淮北,45
佳木斯,44
鸡西,44
大理白族自治州,44
资阳,44
漯河,44
安顺,43
牡丹江,43
六盘水,42
通辽,42
忻州,42
延边朝鲜族自治州,41
襄阳,41
大同,41
咸阳,41
西宁,40
萍乡,40
张掖,40
驻马店,39
文山壮族苗族自治州,39
楚雄彝族自治州,39
抚州,39
延安,38
巴彦淖尔盟,38
玉溪,38
白银,38
巴音郭楞蒙古自治州,38
攀枝花,37
张家界,37
安康,37
池州,37
舟山,37
四平,36
黄山,36
朝阳,36
湘西土家族苗族自治州,36
伊犁哈萨克自治州,36
吴忠,36
鹤壁,35
葫芦岛,35
遂宁,34
盘锦,34
庆阳,34
松原,34
通化,33
景德镇,33
营口,33
锡林郭勒盟,33
铜陵,31
铜仁,31
铁岭,31
兴安盟,31
眉山,31
广安,30
锦州,30
辽阳,29
凉山,29
白山,29
随州,28
平凉,27
双鸭山,27
阜新,26
黑河,26
绥化,26
丽江,25
白城,25
朔州,25
抚顺,25
武威,24
亳州,24
新余,24
广元,23
鄂州,23
鹤岗,23
防城港,22
保山,22
定西,22
西双版纳傣族自治州,21
贵港,21
石嘴山,21
天水,21
雅安,21
商洛,20
本溪,20
昌吉回族自治州,19
德宏傣族景颇族自治州,19
固原,18
鹰潭,17
陇南,17
伊春,16
乌海,16
乌兰察布盟,16
莱芜,15
阿克苏,15
喀什,15
七台河,14
临沧,14
阿拉善盟,13
海东,12
大兴安岭,11
嘉峪关,11
铜川,11
临夏回族自治州,10
石河子,10
海西蒙古族藏族自治州,10
哈密,10
恩施,9
辽源,9
金昌,8
甘孜藏族自治州,8
贺州,7
博尔塔拉蒙古自治州,6
克拉玛依,6
阿坝藏族羌族自治州,6
甘南藏族自治州,3
迪庆藏族自治州,3
海北藏族自治州,3
拉萨,3
巢湖,3
崇左,3
林芝,2
济源,2
和田,2
克孜勒苏柯尔克孜自治州,2
吐鲁番,2
山南,1
昌都,1
来宾,1
