D,27867
福建省泉州市安溪县,5
浙江省温州市苍南县,5
江苏省连云港市东海县,4
山东省菏泽市牡丹区,4
上海市浦东新区,4
湖南省衡阳市耒阳市,4
广东省潮州市潮安县,4
山西省太原市小店区,3
广东省汕尾市海丰县,3
福建省厦门市思明区,3
广东省肇庆市德庆县,3
福建省三明市沙县,3
江苏省扬州市高邮市,3
山东省德州市齐河县,3
福建省福州市仓山区,3
四川省简阳市简城镇,3
浙江省温州市鹿城区,3
广东省潮州市饶平县,3
江苏省南京市六合区,3
河北省石家庄,3
广东省揭阳市普宁市,3
吉林省长春市南关区,3
江苏省徐州市邳州市,3
云南省保山市昌宁县,3
湖北省武汉市武昌区,3
重庆市开县,3
福建省莆田市荔城区,3
江苏省南京市鼓楼区,3
湖北省恩施土家族苗族自治州恩施市,3
吉林省吉林市蛟河市,2
广东省湛江市赤坎区,2
湖南省茶陵县平水镇,2
江西省赣州市宁都县,2
福建省泉州市洛江区,2
江苏省淮安市淮阴区,2
广东省普宁市流沙西街道,2
重庆市江津区,2
湖南省邵阳市洞口县,2
山东省济宁市市中区,2
广东省化州市河西街道,2
广西壮族自治区桂林市荔蒲县,2
浙江省苍南县灵溪镇,2
浙江省温州市瓯海区,2
四川省成都市青羊区,2
湖南省张家界市慈利县,2
四川省射洪县太和镇,2
广西武鸣县城厢镇,2
江西省萍乡市上栗县,2
河南省南阳市宛城区,2
安徽省宣城市宁国市,2
广东省清远市连南瑶族自治县,2
贵州省黔西南布依族苗族自治州兴义市,2
上海市金山区,2
广东省遂溪县岭北镇,2
福建省沙县凤岗城西南路,2
吉林省长春市农安县,2
河南省信阳市商城县,2
西河镇,2
江西省赣州市瑞金市,2
湖南省岳阳县城关镇,2
浙江省金华市义乌市,2
广西壮族自治区玉林市北流市,2
山东省泰安市肥城市,2
四川省内江市资中县,2
浙江省金华市东阳市,2
湖南省益阳市安化县,2
广西壮族自治区崇左市宁明县,2
广东省汕头市濠江区,2
安徽省蚌埠市固镇,2
广东省佛山市顺德区大良街道,2
广西壮族自治区钦州市钦南区,2
重庆市永川区,2
山东省青岛市即墨市,2
中路,2
四川省南充市南部县,2
山东省聊城市高唐县,2
广东省平远县石正镇,2
陕西省汉中市汉台区,2
辽宁省大连市甘井子区,2
江苏省启东市汇龙镇,2
广西壮族自治区贺州市八步区,2
北京市海淀区西三环北路,2
江苏省金坛市金城镇,2
浙江省金华市浦江县,2
湖北省襄阳市樊城区,2
湖北省洪湖市汊河镇,2
广东省汕尾市城区,2
广东省惠来县惠城镇,2
陕西省渭南市华县,2
浙江省温州市乐清市,2
贵州省丹寨县兴仁镇,2
广东省茂名市化州市,2
山西省临汾市洪洞县,2
湖南省常德市武陵区,2
海南省海口市琼山区,2
湖南省益阳市赫山区,2
河南省信阳市息县,2
山东省青岛市崂山区,2
广东省珠海市香洲区,2
河南省许昌市禹州市,2
贵州省贵阳市白云区,2
广西壮族自治区百色市平果县,2
湖南省长沙市天心区,2
四川省绵阳市三台县,2
福建省德化县上涌镇,2
四川省资阳市安岳县,2
江苏省盐城市阜宁县,2
浙江省杭州市江干区,2
四川省自贡市荣县,2
湖北省黄石市阳新县,2
贵州省安顺市西秀区,2
宁夏回族自治区吴忠市盐池县,2
广东省河源市龙川县,2
四川省巴中市巴州区,2
湖南省岳阳市平江县,2
四川省遂宁市射洪县,2
江苏省徐州市沛县,2
山东省德州市平原县,2
湖北省荆州市松滋市,2
浙江省台州市椒江区下陈街道,2
海澄镇,2
重庆市九龙坡区,2
福建省泉州市丰泽区,2
河北省邯郸市丛台区,2
福建省泉州市泉港区,2
天津市滨海新区,2
广东省佛山市南海区,2
浙江省宁波市余姚市,2
黑龙江省七台河市桃山区万宝河镇,2
浙江省台州市温岭市,2
湖北省荆门市钟祥市,2
内蒙古乌兰浩特市五一北大路,2
新疆维吾尔自治区克拉玛依市克拉玛依区,2
浙江省金华市永康市,1
河南省虞城县李老家乡,1
四川省邻水县九龙镇补巴桥村,1
安徽省芜湖市繁昌县孙村镇赤沙街道,1
福建省莆田市秀屿区埭头镇,1
宁夏石嘴山市惠农区荷莲巷,1
安徽省池州市东至县尧渡镇,1
单城镇,1
内蒙古牙克石市免渡河镇,1
福建省安溪县金谷镇,1
河南省平顶山市郏县,1
江苏省高邮市经济开发区文游村,1
安徽省舒城县张母桥镇,1
北京市海淀区西土城路,1
甘肃省定西市安定区中华路,1
山东省潍坊市坊子区王家庄镇,1
思明南路,1
河南省商城县鄢岗镇街道,1
河南省驻马店市平舆县,1
郴州市永兴县千冲乡沅洞村,1
湖南省浏阳市沙市镇派出所黄花村,1
福建省漳平市永福镇,1
贵州省独山县麻万镇麻万村,1
安徽省池州市贵池区,1
宁夏银川市西夏区贺兰山西路,1
山东省淄博市博山区源泉镇岳东村,1
江西省宁都县东韶乡胜利村,1
河北省石家庄市藁城市,1
安徽省涡阳县石弓镇张楼行政村,1
湖南省冷水江市三尖镇六二村,1
河南省商城县观庙乡赵湾村,1
湖北省巴东县信陵镇,1
广东省揭阳市揭东区锡场镇华清村,1
广东省梅州市兴宁市,1
内蒙古牙克石市乌尔其汉镇煤田西街,1
长春市朝阳区安达小区9号4门3,1
安徽省宿州市砀山县程庄,1
山西省长治市长子县,1
江苏省连云港市灌南县,1
浙江省玉环县沙门镇双斗村,1
万福镇象山村,1
重庆市开县长沙镇古迹村,1
江西省广丰县永丰街道,1
山西省运城市盐湖区禹都东大街,1
陕西省西安市高陵县,1
广东省河源市源城区,1
湖南省攸县城关镇,1
广西南丹县城关镇河东路,1
山东省枣庄市滕州市,1
山东省淄博市张店区马尚镇西寨,1
安徽省芜湖市南陵县籍山镇,1
福建省周宁县狮城镇,1
黑龙江省鸡西市城子河区向阳一委１５组,1
下白石镇下白石村,1
广东省台山市深井镇,1
南城小溪路,1
江苏省淮安市楚州区平桥镇张庙村街,1
湖北省咸丰县高乐山镇,1
四川省阆中市凉水乡崇山观村,1
黑龙江省嫩江县建边农垦社区C区十,1
安徽省桐城市龙眠街道,1
甘肃省武山县滩歌镇下街村,1
甘肃省平凉市崆峒区崆峒中路,1
浙江省平阳县郑楼镇,1
河南省汤阴县白营乡,1
广西北流市扶新镇扶新村,1
山东省德州市平原县王庙镇,1
湖北省大冶市保安镇,1
广西玉林市玉州区塘铺工区1,1
甘肃省张掖市甘州区,1
安徽省安庆市大观区纺织南路,1
江苏省泰兴市曲霞镇曲霞村,1
天门山中一路,1
福建省仙游县鲤南镇,1
新疆维吾尔自治区阿克苏地区库车县,1
广东省广州市海珠区南景街,1
山东省济南市长清区,1
江苏省姜堰市华港镇,1
广东省高州市新垌镇大路,1
广东省湛江市徐闻县,1
建昌镇,1
吉林省长岭县长岭镇新安北街,1
江西省抚州市宜黄县,1
陕西省长武县洪家镇,1
山东省日照市五莲县高泽镇,1
甘肃省武威市凉州区,1
湖南省湘潭县白石乡堰湖村,1
思礼镇,1
山东省烟台市蓬莱市昆明路,1
浙江省台州市天台县,1
云南省大理白族自治州洱源县营头七组,1
哈尔滨市南岗区长江路,1
浙江省文成县大峃镇,1
平沙镇,1
劲松六区605楼3门1,1
河北省邢台市桥东区团结东大街,1
广西桂林市秀峰区骝马山北巷,1
安徽省亳州市蒙城县,1
琴江镇兴隆村,1
江苏省淮安市楚州区,1
武汉市硚口区六角亭北巷,1
天津市津南区咸水沽镇,1
辽宁省海城市望台镇前望台村,1
湖南省东安县大盛镇泗水村,1
吉林省磐石市明城镇石山村,1
江西省宜春市袁州区,1
江苏省常熟市虞山镇毛桥村,1
内蒙古自治区呼和浩特市赛罕区,1
辽宁省兴城市羊安乡羊安村,1
江西省永新县芦溪乡合东村,1
山东省聊城市茌平县中心街,1
湖南省益阳市沅江市,1
内蒙古赤峰市红山区钢铁街,1
吉林省延边朝鲜族自治州珲春市,1
湖南省汉寿县蒋家嘴镇,1
河南省新密市新华路,1
内蒙古鄂温克族自治旗巴雁镇,1
宁夏银川市兴庆区掌政镇镇河村,1
陕西省紫阳县双桥镇四坪村,1
云南省玉溪市通海县沙田村,1
湖北省天门市竟陵办事处四牌楼街,1
湖南省浏阳市洞阳镇派出所长东村,1
河北省廊坊市广阳区,1
广东省阳江市江城区平冈镇石柱村,1
广东省连州市西岸镇东江村,1
黑龙江省鸡西市鸡冠区先锋委１５组,1
甘肃省嘉峪关市五一路,1
重庆市酉阳县小河镇小岗村,1
甘肃省临夏市新生巷,1
陕西省咸阳市长武县,1
安徽省滁州市南谯区,1
新疆沙湾县乌兰乌苏镇庙公地村,1
四川省万源市太平镇,1
内蒙古赤峰市阿鲁科尔沁旗天山口镇平安地村,1
江苏省金湖县闵桥镇,1
宁夏回族自治区银川市金凤区,1
河南省温县武德镇田冯吝村,1
浙江省苍南县马站镇,1
广东省梅州市梅江区三角塘,1
贵州省遵义县南白镇,1
黑龙江省鸡东县鸡东镇,1
鄄城镇,1
天津市南开区密云一支路,1
陕西省白水县尧禾镇楼洼村,1
广东省揭阳市榕城区,1
福建省福安市城阳镇,1
湖南省祁阳县文明铺镇▌狭江办事处▌沟河村,1
安徽省巢湖市槐林镇,1
安徽省安庆市大观区玉虹街,1
云南省楚雄彝族自治州永仁县环城西路,1
山西省阳泉市郊区荫营镇,1
福建省尤溪县联合乡,1
广东省东莞市石排镇,1
合肥路,1
河南省驻马店市正阳县,1
河南省汤阴县文明路,1
湖南省永州市零陵区大庆坪乡楠木山村,1
广西三江侗族自治县古宜镇,1
杭州市江干区相江公寓嘉木苑２幢３单元２,1
四川省内江市东兴区双洞子街,1
山东省临沂市平邑县平邑街道,1
山西省吕梁市离石区滨河南东路,1
河南省驻马店市驿城区交通路,1
河北省保定市南市区,1
四川省绵阳市涪城区武郎庙小区１幢２单元１,1
浙江省温州市洞头县,1
河南省济源市天坛办事处天坛中路,1
北京市顺义区李桥镇南半壁店村,1
福建省三明市三元区红旗新村,1
武汉市汉阳区桥机新村,1
四川省苍溪县双河乡玉涧村,1
上海市嘉定区嘉定镇,1
北京市通州区,1
吉林省长春市朝阳区东中华路,1
