0,3136
2,3126
3,2354
4,2129
1,1931
5,1637
6,1564
7,1311
8,1264
9,1044
10,993
12,808
11,748
13,628
14,620
15,505
16,487
18,443
17,426
19,363
20,337
22,286
21,276
24,262
23,225
25,209
26,194
28,176
27,167
29,150
30,143
31,138
32,120
33,110
35,100
36,91
34,89
38,85
42,70
37,68
40,58
41,57
44,54
43,49
50,45
39,43
48,42
47,40
51,37
45,37
52,35
46,34
53,31
49,30
54,26
55,24
59,22
56,22
61,20
57,20
64,20
62,20
58,18
68,18
66,16
74,15
60,14
72,13
63,13
65,13
73,11
75,11
83,11
67,11
81,11
78,10
70,10
69,9
71,8
79,8
95,8
76,7
102,7
82,6
87,6
92,6
84,5
101,5
97,5
93,5
88,5
96,5
99,4
103,4
118,4
90,4
98,4
140,4
107,3
89,3
120,3
85,3
77,3
94,3
86,3
113,3
126,2
80,2
128,2
91,2
115,2
176,2
100,2
123,2
129,2
157,2
109,2
108,2
124,2
127,2
202,2
116,2
105,2
198,2
166,2
104,2
136,2
244,1
215,1
134,1
150,1
106,1
182,1
173,1
212,1
230,1
448,1
342,1
144,1
167,1
151,1
119,1
174,1
206,1
238,1
334,1
199,1
154,1
227,1
188,1
249,1
137,1
121,1
228,1
155,1
203,1
267,1
117,1
722,1
178,1
146,1
130,1
149,1
181,1
245,1
180,1
172,1
399,1
