-1,22550
0,242
1,119
2,110
4,99
5,91
7,90
3,84
10,78
6,77
8,75
11,65
13,65
9,64
17,63
14,59
23,57
22,57
15,56
12,54
21,53
16,51
18,49
33,47
24,46
20,46
25,44
28,44
29,43
31,41
39,41
51,40
34,40
40,40
30,40
57,40
19,39
49,39
38,38
43,38
35,36
37,35
41,34
47,34
26,34
48,33
55,33
36,31
66,31
53,30
59,30
69,30
32,30
86,29
45,29
27,29
46,28
54,27
74,27
42,27
72,27
89,26
93,26
85,26
71,26
64,26
50,26
58,25
70,25
44,25
52,24
76,24
87,24
60,23
61,23
79,23
63,23
88,22
80,22
68,22
75,22
91,21
97,21
56,21
65,21
77,21
73,20
100,20
134,20
84,20
118,20
111,20
141,19
137,19
90,19
101,19
67,19
119,18
109,18
126,18
83,18
129,18
106,18
108,17
102,17
82,17
81,17
107,17
78,16
130,16
114,16
117,16
96,16
104,16
116,16
132,16
95,15
128,15
164,15
113,15
127,15
94,15
136,15
103,15
198,14
145,14
179,14
123,14
115,14
156,14
122,14
133,14
139,14
99,13
178,13
148,13
143,13
176,13
110,13
120,13
171,13
151,13
121,13
182,13
147,13
131,13
163,13
105,12
197,12
162,12
168,12
258,12
231,12
192,12
124,12
226,12
189,12
238,12
190,12
150,12
153,12
169,12
62,12
170,12
233,12
209,11
152,11
181,11
199,11
174,11
246,11
140,11
217,11
149,11
112,11
125,11
166,10
234,10
154,10
144,10
165,10
213,10
92,10
266,10
187,10
167,10
293,10
183,10
230,10
98,10
184,10
191,10
159,10
146,10
237,10
374,10
223,10
173,9
296,9
244,9
294,9
268,9
188,9
186,9
210,9
372,9
160,9
285,9
206,9
158,9
161,9
175,9
256,9
225,8
193,8
250,8
249,8
135,8
251,8
338,8
286,8
172,8
304,8
222,8
440,8
205,8
255,8
195,7
265,7
253,7
271,7
287,7
262,7
405,7
579,7
358,7
220,7
280,7
348,7
194,7
288,7
282,7
224,7
356,7
308,7
317,7
333,7
357,7
180,7
369,7
401,7
252,7
245,7
218,7
138,7
272,7
177,6
284,6
227,6
318,6
257,6
354,6
239,6
466,6
298,6
290,6
425,6
462,6
229,6
310,6
273,6
352,6
448,6
200,6
276,6
264,6
465,6
484,6
215,6
260,6
377,5
267,5
471,5
259,5
313,5
219,5
283,5
378,5
307,5
275,5
314,5
196,5
243,5
407,5
651,5
208,5
214,5
382,5
433,5
497,5
443,5
242,5
419,5
496,5
201,5
278,5
232,5
691,5
157,5
367,5
326,5
383,5
292,5
324,5
301,5
204,5
332,5
341,5
303,5
368,5
334,5
376,5
366,4
277,4
254,4
240,4
302,4
404,4
410,4
261,4
212,4
330,4
362,4
442,4
350,4
202,4
312,4
247,4
263,4
185,4
468,4
207,4
710,4
646,4
384,4
467,4
511,4
216,4
643,4
680,4
248,4
470,4
632,4
548,4
535,4
403,4
297,4
391,4
279,4
327,4
221,4
574,4
590,4
592,4
344,4
345,4
423,4
291,4
439,4
323,4
441,4
519,4
676,4
306,4
309,4
379,4
789,4
545,4
625,4
481,4
203,4
235,4
549,4
299,4
533,4
241,4
364,4
316,4
325,4
477,4
571,4
274,4
236,4
653,3
371,3
641,3
437,3
605,3
393,3
339,3
652,3
473,3
647,3
736,3
797,3
585,3
320,3
617,3
534,3
336,3
329,3
211,3
775,3
839,3
434,3
281,3
540,3
566,3
582,3
552,3
568,3
424,3
429,3
408,3
413,3
454,3
614,3
406,3
675,3
396,3
509,3
450,3
342,3
428,3
483,3
351,3
801,3
464,3
479,3
476,3
948,3
721,3
480,3
508,3
455,3
550,3
346,3
458,3
417,3
311,3
331,3
642,3
315,3
142,3
228,3
321,3
842,3
155,3
337,3
644,3
794,3
522,3
373,3
426,3
363,3
343,3
475,3
370,3
587,3
558,3
421,3
269,3
340,3
847,3
375,3
772,3
490,3
469,3
289,3
529,3
365,3
430,3
381,3
397,3
398,3
449,2
447,2
460,2
415,2
431,2
463,2
911,2
444,2
609,2
412,2
300,2
769,2
349,2
360,2
1215,2
753,2
328,2
863,2
501,2
353,2
1199,2
380,2
1151,2
485,2
1087,2
495,2
532,2
400,2
359,2
876,2
295,2
1094,2
559,2
871,2
1540,2
517,2
607,2
663,2
1052,2
599,2
687,2
436,2
551,2
604,2
719,2
796,2
487,2
1111,2
1127,2
1046,2
892,2
1036,2
524,2
1283,2
678,2
1639,2
751,2
764,2
1527,2
742,2
516,2
1919,2
924,2
774,2
806,2
1271,2
902,2
1811,2
695,2
525,2
518,2
414,2
603,2
718,2
750,2
768,2
752,2
1874,2
862,2
894,2
910,2
1097,2
704,2
688,2
672,2
640,2
953,2
624,2
829,2
915,2
1342,2
777,2
761,2
745,2
729,2
446,2
395,2
749,2
347,2
1189,2
1402,2
756,2
578,2
610,2
692,2
658,2
674,2
402,2
970,2
722,2
786,2
3812,2
818,2
2074,2
698,2
650,2
618,2
602,2
554,2
474,2
1600,2
1045,2
544,2
510,2
664,2
968,2
741,2
1265,2
390,2
1416,2
445,2
696,2
1012,2
819,2
1028,2
803,2
564,2
661,2
597,2
717,2
319,2
629,2
493,2
512,2
773,2
1211,2
409,2
715,2
795,2
917,2
453,2
621,2
520,2
536,2
547,2
805,2
355,2
541,2
785,2
528,2
573,2
884,2
627,2
660,1
804,1
580,1
420,1
6839,1
724,1
2597,1
2805,1
788,1
596,1
1396,1
1316,1
1172,1
2533,1
1460,1
500,1
836,1
4534,1
852,1
2949,1
1476,1
916,1
980,1
1300,1
388,1
1524,1
1076,1
612,1
1204,1
1604,1
4726,1
452,1
1106,1
2341,1
4771,1
1025,1
993,1
913,1
833,1
817,1
705,1
657,1
1696,1
593,1
577,1
385,1
4451,1
305,1
2256,1
1041,1
1073,1
1121,1
1185,1
3312,1
1313,1
1393,1
1409,1
1569,1
3664,1
3792,1
1953,1
2131,1
4224,1
322,1
386,1
418,1
2160,1
1648,1
2293,1
576,1
848,1
784,1
6915,1
2817,1
656,1
608,1
560,1
1632,1
2545,1
2529,1
432,1
2465,1
2369,1
2353,1
864,1
2913,1
896,1
912,1
928,1
944,1
1056,1
1120,1
1152,1
1248,1
1264,1
1344,1
1376,1
1456,1
1504,1
1520,1
1536,1
482,1
498,1
514,1
995,1
1203,1
3234,1
1155,1
1123,1
1091,1
1011,1
931,1
546,1
883,1
867,1
835,1
755,1
723,1
707,1
1347,1
5473,1
1379,1
1427,1
1443,1
1491,1
1587,1
5697,1
3650,1
1731,1
1795,1
3890,1
8112,1
6129,1
2101,1
4182,1
4198,1
2674,1
611,1
595,1
1138,1
594,1
626,1
690,1
802,1
850,1
882,1
930,1
946,1
978,1
1010,1
