-1,310
50,304
61,299
60,296
52,296
38,292
62,291
54,291
64,287
53,286
51,283
46,283
40,282
47,281
55,280
45,280
59,277
48,271
56,268
35,267
43,267
57,265
66,264
41,264
68,263
79,261
49,261
42,260
71,258
58,258
65,257
63,256
73,256
32,254
67,252
36,252
75,250
74,250
44,246
37,246
76,245
69,245
70,243
72,243
34,243
81,234
88,230
39,228
31,228
93,227
33,227
80,226
82,225
30,221
85,220
83,220
84,212
86,212
77,211
87,210
94,204
98,204
92,200
26,199
78,193
28,192
29,191
91,190
89,190
25,185
90,185
27,183
104,181
95,180
99,177
96,171
97,169
105,168
103,165
101,165
23,163
106,158
113,156
24,154
110,153
109,152
108,150
22,149
100,147
116,143
115,142
102,142
114,141
117,137
107,136
21,136
119,136
112,134
120,133
20,124
127,123
123,123
122,119
124,119
118,116
111,115
19,113
129,109
17,109
121,107
130,106
18,105
139,101
125,99
126,98
140,98
128,95
137,94
136,93
144,92
145,88
132,88
155,87
133,87
138,86
131,85
16,84
15,83
147,82
135,81
134,80
149,78
154,77
146,77
159,76
141,75
143,75
142,72
151,71
13,70
148,70
156,69
14,68
153,68
158,68
152,65
165,65
150,64
161,63
162,63
167,62
160,61
157,60
163,59
169,59
176,54
173,54
164,54
12,50
174,49
175,49
166,49
178,48
170,48
177,48
181,46
179,45
191,45
189,44
11,44
184,44
168,43
183,41
193,40
172,40
10,40
186,39
180,38
197,36
188,36
195,36
201,35
182,35
171,35
192,34
199,34
194,32
217,31
198,31
209,31
200,31
190,31
219,30
205,30
185,29
214,29
196,29
207,28
222,26
202,26
7,26
187,26
9,25
215,24
223,24
204,24
203,23
206,23
218,23
226,22
246,22
208,22
8,22
252,22
213,22
212,21
210,21
233,19
6,19
220,18
225,18
237,18
216,18
221,17
224,17
232,17
239,16
248,16
3,16
234,15
5,15
247,15
244,15
1,15
249,15
228,15
4,15
229,15
227,15
255,15
251,14
269,14
211,13
261,13
236,13
231,12
230,12
276,12
253,12
266,11
263,11
241,11
242,11
250,11
238,11
273,11
259,11
265,10
257,10
260,10
264,10
275,9
256,9
268,9
277,9
243,8
267,8
235,8
245,8
289,8
280,8
254,8
279,8
281,8
262,8
2,8
284,7
330,7
271,7
272,7
286,7
274,7
335,7
285,6
303,6
292,6
308,6
258,6
339,6
340,6
287,6
327,6
270,6
282,5
306,5
319,5
315,5
301,5
290,5
353,5
358,4
318,4
302,4
374,4
240,4
294,4
310,4
291,4
343,4
387,4
344,4
312,4
416,4
361,3
367,3
334,3
474,3
360,3
323,3
299,3
307,3
351,3
328,3
345,3
313,3
283,3
317,3
296,3
352,3
288,3
348,3
300,3
389,3
341,3
325,3
293,3
304,3
337,3
298,3
297,3
413,3
322,3
295,3
338,3
448,2
431,2
383,2
354,2
370,2
400,2
402,2
481,2
466,2
320,2
309,2
355,2
412,2
425,2
422,2
342,2
326,2
278,2
373,2
349,2
365,2
492,2
409,2
436,2
393,2
404,2
311,2
314,2
408,2
396,2
324,2
378,2
377,1
376,1
440,1
456,1
432,1
560,1
568,1
536,1
928,1
329,1
712,1
584,1
664,1
336,1
384,1
332,1
463,1
331,1
399,1
490,1
394,1
362,1
347,1
379,1
395,1
555,1
683,1
1115,1
745,1
665,1
489,1
473,1
457,1
316,1
391,1
364,1
591,1
477,1
493,1
996,1
756,1
516,1
386,1
452,1
514,1
388,1
356,1
509,1
637,1
909,1
1187,1
579,1
515,1
499,1
333,1
501,1
741,1
529,1
380,1
1047,1
535,1
419,1
369,1
401,1
465,1
668,1
438,1
1062,1
742,1
646,1
462,1
414,1
382,1
366,1
703,1
