深圳,844
广州,806
北京,683
上海,675
重庆,549
成都,490
东莞,475
泉州,450
温州,445
杭州,384
郑州,361
武汉,360
苏州,359
金华,355
长沙,310
福州,304
西安,292
南宁,276
青岛,268
宁波,264
昆明,262
合肥,251
厦门,249
佛山,231
台州,222
南京,219
天津,216
济南,215
中山,214
临沂,213
赣州,211
龙岩,207
潍坊,203
汕头,196
石家庄,196
惠州,192
海口,185
无锡,184
盐城,179
哈尔滨,179
济宁,178
漳州,173
宁德,170
徐州,167
贵阳,164
运城,156
聊城,156
太原,152
南昌,150
三明,149
宜昌,149
绍兴,148
邯郸,147
莆田,141
洛阳,140
烟台,139
嘉兴,139
沈阳,136
滨州,135
大连,133
长春,132
南平,131
连云港,131
兰州,129
泰安,128
柳州,121
呼和浩特,119
玉林,119
常州,116
保定,116
安阳,115
桂林,115
淄博,113
湖州,112
唐山,111
南通,111
临汾,110
银川,109
泰州,108
岳阳,107
湛江,107
珠海,105
德州,105
沧州,105
枣庄,105
日照,103
绵阳,103
菏泽,101
衡阳,101
江门,101
肇庆,100
宿迁,100
乌鲁木齐,100
邢台,100
焦作,100
南阳,97
新乡,96
安庆,96
镇江,94
淮安,93
邵阳,91
曲靖,91
扬州,89
荆州,88
晋中,86
常德,84
廊坊,83
黄冈,82
揭阳,82
娄底,82
遵义,81
郴州,81
长治,81
阳江,80
渭南,78
滁州,78
清远,77
三门峡,77
梧州,77
株洲,76
茂名,76
益阳,74
梅州,74
德阳,74
怀化,73
韶关,73
宜春,72
南充,72
汕尾,72
芜湖,72
阜阳,71
红河哈尼族彝族自治州,71
宣城,70
吕梁,70
百色,70
湘潭,69
上饶,69
鄂尔多斯,68
赤峰,68
信阳,68
河源,68
丽水,67
包头,66
大庆,66
濮阳,66
东营,66
晋城,66
许昌,65
黔东南,65
张家口,64
衢州,63
威海,63
丹东,61
襄樊,61
泸州,60
宜宾,60
黄石,59
吉林市,59
十堰,59
榆林,58
平顶山,57
秦皇岛,57
河池,56
云浮,56
衡水,55
承德,55
毕节,54
蚌埠,54
六安,53
九江,53
永州,52
潮州,51
汉中,50
北海,50
周口,50
商丘,50
孝感,49
黔西南,49
开封,48
达州,48
马鞍山,47
淮南,47
鞍山,47
乐山,46
钦州,46
呼伦贝尔,45
酒泉,45
阳泉,45
宝鸡,45
黔南,45
楚雄彝族自治州,44
大同,44
荆门,44
佳木斯,44
吉安,44
宿州,44
咸宁,44
牡丹江,43
萍乡,43
内江,42
安顺,42
齐齐哈尔,42
六盘水,42
通辽,41
忻州,41
自贡,41
大理白族自治州,39
咸阳,39
西宁,39
漯河,38
舟山,38
营口,37
攀枝花,37
张掖,37
四平,37
巴彦淖尔盟,37
庆阳,37
延边朝鲜族自治州,37
淮北,36
葫芦岛,36
巴中,36
昭通,36
池州,36
玉溪,35
盘锦,34
景德镇,34
襄阳,34
伊犁哈萨克自治州,34
鹤壁,34
文山壮族苗族自治州,33
湘西土家族苗族自治州,32
张家界,32
锦州,32
鸡西,32
驻马店,32
铜仁,32
巴音郭楞蒙古自治州,32
眉山,32
安康,31
吴忠,31
朝阳,31
辽阳,31
遂宁,31
铜陵,31
亳州,30
广安,30
白山,30
黄山,30
白银,30
抚州,29
锡林郭勒盟,29
凉山,29
通化,29
双鸭山,29
资阳,29
延安,28
铁岭,27
松原,26
武威,26
白城,26
广元,25
抚顺,25
平凉,25
阜新,25
绥化,24
丽江,24
朔州,24
定西,24
新余,23
黑河,23
鹤岗,23
商洛,22
鄂州,22
兴安盟,22
昌吉回族自治州,22
固原,21
随州,20
防城港,19
保山,19
本溪,19
西双版纳傣族自治州,19
天水,18
莱芜,17
德宏傣族景颇族自治州,17
阿克苏,17
乌海,16
石嘴山,16
雅安,16
乌兰察布盟,15
贵港,15
铜川,14
喀什,14
陇南,13
临沧,13
鹰潭,12
哈密,12
临夏回族自治州,11
伊春,11
大兴安岭,11
阿拉善盟,10
七台河,10
辽源,9
海东,9
金昌,8
嘉峪关,8
贺州,8
恩施,8
拉萨,7
来宾,7
甘孜藏族自治州,7
海西蒙古族藏族自治州,6
克拉玛依,6
石河子,6
阿坝藏族羌族自治州,5
博尔塔拉蒙古自治州,4
海北藏族自治州,4
济源,4
吐鲁番,4
崇左,4
巢湖,3
迪庆藏族自治州,3
克孜勒苏柯尔克孜自治州,3
林芝,2
甘南藏族自治州,1
那曲,1
海南藏族自治州,1
山南,1
和田,1
果洛藏族自治州,1
日喀则,1
