-1,2901
0,1047
12533,7
2594,7
15679,5
4936,5
13501,5
14645,5
11690,5
8059,5
2839,5
17263,5
5875,5
16909,5
12262,5
8371,5
8944,5
19177,5
5148,5
10921,5
1000,5
10345,5
10193,5
13534,5
6603,5
2379,5
6329,5
7650,5
5974,5
7284,5
9839,5
10902,4
975,4
28559,4
3611,4
1954,4
5714,4
10386,4
7753,4
3416,4
9408,4
19495,4
19090,4
9886,4
18233,4
4793,4
11091,4
10450,4
32730,4
5220,4
10084,4
11676,4
7492,4
3055,4
9426,4
8552,4
4080,4
5475,4
6221,4
2577,4
6814,4
6180,4
2018,4
7381,4
21858,4
12160,4
11176,4
22647,4
5480,4
4000,4
9979,4
8781,4
18799,4
20747,4
15822,4
22445,4
18680,4
2343,4
5509,4
22622,4
11235,4
4453,4
5845,4
8867,4
2438,4
21997,4
11430,4
14545,4
15721,4
11579,4
5699,4
5772,4
6496,4
2470,4
4434,4
4377,4
4183,4
7773,4
22832,4
9010,4
10428,4
7144,4
23893,4
15482,4
30820,4
16639,4
11152,4
7258,4
16475,4
12223,4
13053,4
5769,4
5900,4
195,4
7164,4
5843,4
5673,4
2258,4
5836,4
13945,4
7688,4
11412,4
15326,4
7701,4
2937,4
6852,4
8819,4
827,4
18012,4
5425,4
3891,4
9474,4
9793,4
1913,4
4754,4
11191,4
7861,4
5298,4
19192,4
4191,4
8766,4
8734,4
23945,4
620,4
17549,4
14785,4
8294,4
6831,4
10328,4
14421,4
7493,4
12568,4
3153,4
11081,4
14665,4
4701,4
5351,4
8926,4
4803,4
13561,4
10692,4
20172,4
9355,4
11860,4
3863,4
7589,4
23267,4
29466,4
7297,4
8992,4
6866,4
13776,4
10552,4
6131,4
4792,4
12665,4
8608,4
13186,4
7315,4
6631,4
25641,4
8714,4
16426,4
20950,4
7781,4
8752,4
736,4
10346,4
8330,4
5224,4
5226,4
11916,4
14747,4
6705,4
16305,4
18049,4
16244,4
22998,4
15998,4
7663,4
4608,4
6823,3
12277,3
7317,3
17798,3
14066,3
6791,3
20480,3
3327,3
11515,3
25085,3
9514,3
9626,3
2693,3
14862,3
3359,3
23941,3
10,3
4216,3
14832,3
13672,3
6217,3
5484,3
15091,3
3439,3
8829,3
756,3
2680,3
6826,3
27252,3
15737,3
9952,3
17734,3
42,3
2751,3
4811,3
22302,3
13058,3
19213,3
25298,3
4806,3
21204,3
58,3
4843,3
2904,3
13154,3
7767,3
22890,3
3880,3
15539,3
6880,3
3912,3
15774,3
10484,3
5531,3
21605,3
9210,3
18628,3
12519,3
11275,3
4998,3
9424,3
5915,3
3969,3
9242,3
15257,3
