0,7114
2,3908
1,2989
3,2591
4,2351
6,1570
5,1565
7,1084
8,1039
9,762
10,722
12,524
11,497
14,385
13,385
15,275
16,263
18,205
17,198
19,171
20,165
22,116
21,107
23,104
24,89
26,85
25,68
27,58
30,49
31,45
28,41
32,38
29,37
33,36
34,29
38,26
35,24
36,19
37,18
40,16
43,15
41,15
46,14
42,12
44,11
39,11
45,10
57,9
65,7
51,7
50,6
49,6
48,6
54,5
63,5
47,5
56,4
64,4
61,4
66,4
53,4
55,4
73,3
52,3
75,3
69,3
72,3
83,3
74,2
93,2
105,2
60,2
58,2
84,2
80,2
102,2
78,2
71,2
96,1
109,1
62,1
86,1
156,1
92,1
81,1
145,1
94,1
76,1
167,1
91,1
70,1
82,1
103,1
59,1
90,1
118,1
89,1
68,1
116,1
356,1
184,1
88,1
101,1
98,1
