-1,8318
0,7158
1,1251
2,941
3,772
4,726
5,589
6,539
7,498
8,448
9,408
10,371
12,346
11,342
13,274
14,265
15,262
16,252
17,243
18,228
19,219
20,208
26,178
22,172
21,169
23,168
27,153
25,149
24,140
28,133
29,122
31,110
30,110
33,107
36,105
32,105
34,104
39,100
37,90
40,89
35,89
44,78
41,75
43,74
38,74
47,70
48,69
46,69
42,66
55,66
52,61
45,61
63,61
58,58
50,56
51,54
59,51
54,50
53,46
49,46
57,45
68,43
61,39
56,39
71,38
66,38
60,38
69,37
64,36
72,34
67,33
70,33
73,32
77,32
62,32
65,29
80,29
74,29
86,28
79,28
81,26
75,26
76,25
84,24
89,23
93,22
94,21
92,18
91,18
100,17
82,17
108,17
96,17
109,16
78,16
132,16
85,16
98,15
104,15
101,15
112,15
99,15
97,14
83,14
103,14
87,14
95,13
117,13
111,13
88,12
119,12
120,12
107,12
114,12
90,12
110,11
128,11
116,11
102,10
106,10
123,10
146,9
133,9
125,9
122,9
124,8
154,8
161,8
147,8
118,8
126,8
130,8
167,7
140,7
153,7
139,7
113,7
127,7
115,7
105,7
129,6
186,6
121,6
148,6
149,6
131,5
163,5
195,5
144,5
141,5
145,5
138,5
137,4
152,4
168,4
142,4
158,4
190,4
200,4
160,4
185,4
156,4
143,4
172,4
169,3
226,3
136,3
188,3
164,3
192,3
244,3
201,3
174,3
178,3
250,3
155,3
187,3
134,3
181,3
263,3
223,3
193,3
151,3
194,2
207,2
217,2
166,2
259,2
176,2
271,2
170,2
214,2
304,2
235,2
203,2
159,2
198,2
205,2
189,2
177,2
165,2
231,2
199,2
222,2
157,2
260,2
239,2
220,2
180,2
237,2
184,2
321,1
210,1
240,1
209,1
288,1
320,1
241,1
225,1
545,1
351,1
179,1
227,1
313,1
202,1
234,1
330,1
171,1
219,1
251,1
267,1
236,1
268,1
332,1
221,1
253,1
317,1
605,1
302,1
334,1
350,1
414,1
175,1
191,1
265,1
440,1
280,1
245,1
243,1
196,1
212,1
228,1
292,1
340,1
452,1
197,1
229,1
261,1
248,1
150,1
182,1
230,1
278,1
294,1
135,1
183,1
247,1
327,1
311,1
