Idx,object
UserInfo_1,object
UserInfo_2,object
UserInfo_3,object
UserInfo_4,object
WeblogInfo_1,object
WeblogInfo_2,object
WeblogInfo_3,object
WeblogInfo_4,object
WeblogInfo_5,object
WeblogInfo_6,object
WeblogInfo_7,int64
WeblogInfo_8,int64
WeblogInfo_9,int64
WeblogInfo_10,int64
WeblogInfo_11,int64
WeblogInfo_12,int64
WeblogInfo_13,int64
WeblogInfo_14,int64
WeblogInfo_15,int64
WeblogInfo_16,int64
WeblogInfo_17,int64
WeblogInfo_18,int64
UserInfo_5,int64
UserInfo_6,int64
UserInfo_7,object
UserInfo_8,object
UserInfo_9,object
UserInfo_10,int64
UserInfo_11,object
UserInfo_12,object
UserInfo_13,object
UserInfo_14,int64
UserInfo_15,int64
UserInfo_16,int64
UserInfo_17,int64
UserInfo_18,int64
UserInfo_19,object
UserInfo_20,object
UserInfo_21,int64
UserInfo_22,object
UserInfo_23,object
UserInfo_24,object
Education_Info1,int64
Education_Info2,object
Education_Info3,object
Education_Info4,object
Education_Info5,int64
Education_Info6,object
Education_Info7,object
Education_Info8,object
WeblogInfo_19,object
WeblogInfo_20,object
WeblogInfo_21,object
WeblogInfo_23,object
WeblogInfo_24,object
WeblogInfo_25,object
WeblogInfo_26,object
WeblogInfo_27,object
WeblogInfo_28,object
WeblogInfo_29,object
WeblogInfo_30,object
WeblogInfo_31,object
WeblogInfo_32,object
WeblogInfo_33,object
WeblogInfo_34,object
WeblogInfo_35,object
WeblogInfo_36,object
WeblogInfo_37,object
WeblogInfo_38,object
WeblogInfo_39,object
WeblogInfo_40,object
WeblogInfo_41,object
WeblogInfo_42,object
WeblogInfo_43,object
WeblogInfo_44,object
WeblogInfo_45,object
WeblogInfo_46,object
WeblogInfo_47,object
WeblogInfo_48,object
WeblogInfo_49,object
WeblogInfo_50,int64
WeblogInfo_51,int64
WeblogInfo_52,int64
WeblogInfo_53,int64
WeblogInfo_54,int64
WeblogInfo_55,int64
WeblogInfo_56,int64
WeblogInfo_57,int64
WeblogInfo_58,int64
ThirdParty_Info_Period1_1,float64
ThirdParty_Info_Period1_2,float64
ThirdParty_Info_Period1_3,float64
ThirdParty_Info_Period1_4,float64
ThirdParty_Info_Period1_5,float64
ThirdParty_Info_Period1_6,float64
ThirdParty_Info_Period1_7,float64
ThirdParty_Info_Period1_8,float64
ThirdParty_Info_Period1_9,float64
ThirdParty_Info_Period1_10,float64
ThirdParty_Info_Period1_11,float64
ThirdParty_Info_Period1_12,float64
ThirdParty_Info_Period1_13,float64
ThirdParty_Info_Period1_14,float64
ThirdParty_Info_Period1_15,float64
ThirdParty_Info_Period1_16,float64
ThirdParty_Info_Period1_17,float64
ThirdParty_Info_Period2_1,float64
ThirdParty_Info_Period2_2,float64
ThirdParty_Info_Period2_3,float64
ThirdParty_Info_Period2_4,float64
ThirdParty_Info_Period2_5,float64
ThirdParty_Info_Period2_6,float64
ThirdParty_Info_Period2_7,float64
ThirdParty_Info_Period2_8,float64
ThirdParty_Info_Period2_9,float64
ThirdParty_Info_Period2_10,float64
ThirdParty_Info_Period2_11,float64
ThirdParty_Info_Period2_12,float64
