Idx,score
10005,0.027838
10013,0.077255
10020,0.217643
10033,0.146301
10035,0.091458
10038,0.198115
1004,0.351831
10042,0.109100
10043,0.108040
10046,0.054784
1005,0.081887
10051,0.064860
10053,0.062004
10056,0.111678
10058,0.136889
10060,0.263814
10066,0.050299
10071,0.209293
10076,0.238288
1008,0.211733
10083,0.210726
10092,0.090808
10093,0.026482
10094,0.044096
10098,0.069362
10099,0.012801
10103,0.010389
1011,0.090579
10121,0.071402
10126,0.339429
10127,0.042943
10131,0.115866
10136,0.012840
10142,0.032113
10143,0.093945
10144,0.050637
10150,0.035230
10154,0.071892
1016,0.030882
10161,0.079176
10162,0.016009
10168,0.032165
10170,0.059998
10177,0.052362
10179,0.042598
1018,0.035761
10180,0.112492
10184,0.030793
10186,0.128303
1019,0.076621
10191,0.075112
10194,0.106716
10197,0.027219
10199,0.028730
10200,0.040573
10207,0.101107
10219,0.038861
10222,0.023769
10224,0.027811
10231,0.131329
10237,0.055692
10239,0.047314
10242,0.097824
10245,0.060418
1025,0.258323
10250,0.343071
10260,0.015642
10262,0.058799
10265,0.047170
10267,0.161443
10281,0.031249
10282,0.064666
10285,0.034139
10286,0.038772
10289,0.213275
10298,0.250164
10301,0.058983
10309,0.264778
1031,0.029048
10317,0.098229
10322,0.041090
10326,0.005927
10333,0.026466
10337,0.163647
10339,0.069031
1034,0.092195
10343,0.028403
10345,0.054676
1035,0.220397
10351,0.305490
10355,0.031658
10357,0.061463
1036,0.057356
10364,0.044969
10367,0.113832
10381,0.019844
10383,0.037283
10385,0.063430
10387,0.080687
10396,0.041696
10398,0.038200
104,0.069794
10404,0.276875
10408,0.016890
10420,0.014644
1045,0.016510
10451,0.024938
10454,0.061693
10460,0.032195
10467,0.095959
10469,0.055610
10470,0.102606
10475,0.020824
10485,0.054570
10487,0.184127
1049,0.141543
10495,0.015224
10496,0.045026
10500,0.145767
10503,0.079039
10505,0.008689
10507,0.071212
10512,0.014472
10517,0.011718
10522,0.048665
10524,0.055879
10528,0.134413
10529,0.169370
10531,0.098809
10540,0.044922
10541,0.075257
10545,0.025264
10548,0.124021
1055,0.050750
10556,0.104428
10567,0.017976
10580,0.051312
10590,0.043972
10592,0.392885
10597,0.075791
1060,0.398470
10600,0.010432
10613,0.400623
10622,0.045235
10624,0.367971
10638,0.022993
10642,0.028845
10644,0.029219
10656,0.021400
1066,0.043499
10671,0.024862
10672,0.030581
10673,0.062311
10677,0.127449
10679,0.011735
1068,0.373576
10680,0.117021
10686,0.038661
10695,0.017951
1070,0.220845
10701,0.032678
10704,0.025260
10705,0.046539
1072,0.009318
10720,0.042456
10722,0.167914
10725,0.062455
10728,0.132782
10735,0.249694
10738,0.434330
1074,0.032939
10740,0.008868
10742,0.055508
10746,0.176557
10754,0.020645
10756,0.229942
10766,0.169426
10767,0.006259
10769,0.054987
10770,0.656170
10777,0.143203
10779,0.027697
10786,0.124874
10788,0.018640
10790,0.037956
10797,0.062759
10801,0.010769
10804,0.024813
10805,0.033889
10807,0.095425
10810,0.025682
10826,0.196097
10833,0.077171
10840,0.043083
1086,0.090907
10860,0.179125
10862,0.084168
10863,0.149796
10880,0.009852
10881,0.088133
10883,0.057726
10888,0.168977
10890,0.026648
10894,0.034534
10898,0.056526
10905,0.034647
10911,0.025671
10914,0.036316
10915,0.003325
10940,0.065765
10944,0.089678
10949,0.135921
10952,0.105982
10954,0.121210
10959,0.038249
10966,0.087153
10968,0.066919
10983,0.074903
10987,0.024532
10989,0.020604
10990,0.143138
10993,0.195065
10996,0.063155
11,0.190417
110,0.114818
11010,0.020120
11015,0.019636
11018,0.024896
1102,0.129007
11021,0.033232
11023,0.009572
11034,0.161814
11039,0.064027
11047,0.070168
11050,0.054155
11055,0.033052
11059,0.148411
11065,0.017901
11069,0.141011
11075,0.117216
11076,0.010292
11077,0.155424
11088,0.074264
11092,0.270695
11094,0.148767
11096,0.146162
11098,0.095514
11101,0.040306
11109,0.119239
11111,0.035422
11114,0.228837
11115,0.013677
11119,0.113740
11127,0.624721
1113,0.222652
11133,0.163045
11140,0.106567
11141,0.149182
11143,0.119256
11148,0.297668
11152,0.021643
11156,0.043829
11157,0.267303
11163,0.078043
11165,0.051939
11167,0.064457
11177,0.072947
1118,0.216025
11180,0.077775
11188,0.121137
11199,0.023192
112,0.116143
11201,0.078747
11203,0.014555
11205,0.013127
11206,0.052178
11210,0.083396
11218,0.019899
11225,0.027307
11227,0.171355
1124,0.023321
11248,0.123391
11249,0.012534
1125,0.046253
11251,0.121199
11253,0.006184
11259,0.045737
11261,0.062020
11264,0.044527
11266,0.047596
11270,0.029140
11275,0.078994
11276,0.153409
11278,0.040036
11282,0.029182
11283,0.091784
11288,0.053374
11297,0.109418
11298,0.204300
11310,0.057241
11311,0.120279
11313,0.162285
11316,0.030680
11318,0.048400
11320,0.025787
11326,0.043383
11327,0.076349
1133,0.092790
11332,0.050362
11334,0.031891
11337,0.044502
11339,0.016505
11340,0.064228
11341,0.027511
11352,0.120461
1136,0.113244
11362,0.015555
11363,0.163488
11370,0.182688
11375,0.115181
11378,0.013377
