Idx,score
10005,0.0477
10013,0.1286
10020,0.1577
10033,0.0303
10035,0.1357
10038,0.1083
1004,0.3469
10042,0.1088
10043,0.0681
10046,0.0925
1005,0.0853
10051,0.1181
10053,0.0586
10056,0.1114
10058,0.0018
10060,0.1596
10066,0.2492
10071,0.2883
10076,0.1973
1008,0.0542
10083,0.1147
10092,0.0904
10093,0.0366
10094,0.1010
10098,0.1750
10099,0.0775
10103,0.0576
1011,0.1345
10121,0.0382
10126,0.2950
10127,0.1121
10131,0.0749
10136,0.0447
10142,0.0394
10143,0.1127
10144,0.1887
10150,0.0437
10154,0.0630
1016,0.0482
10161,0.0345
10162,0.0735
10168,0.1049
10170,0.0000
10177,0.0663
10179,0.0138
1018,0.3486
10180,0.0975
10184,0.0308
10186,0.0862
1019,0.0593
10191,0.0555
10194,0.0735
10197,0.0567
10199,0.0632
10200,0.1189
10207,0.0296
10219,0.0749
10222,0.0585
10224,0.1170
10231,0.0738
10237,0.0587
10239,0.1221
10242,0.1106
10245,0.0592
1025,0.1449
10250,0.2015
10260,0.0040
10262,0.0685
10265,0.0473
10267,0.1634
10281,0.0628
10282,0.0892
10285,0.0384
10286,0.0828
10289,0.0943
10298,0.0824
10301,0.0374
10309,0.0672
1031,0.1456
10317,0.0968
10322,0.0796
10326,0.0478
10333,0.1464
10337,0.1330
10339,0.2244
1034,0.1091
10343,0.0212
10345,0.1011
1035,0.1132
10351,0.3211
10355,0.1166
10357,0.0142
1036,0.1588
10364,0.1216
10367,0.0531
10381,0.0644
10383,0.0569
10385,0.1049
10387,0.0571
10396,0.0059
10398,0.0516
104,0.0808
10404,0.2112
10408,0.1046
10420,0.0120
1045,0.0516
10451,0.0744
10454,0.0501
10460,0.0420
10467,0.1638
10469,0.1858
10470,0.2851
10475,0.1066
10485,0.0626
10487,0.1013
1049,0.2181
10495,0.1093
10496,0.1340
10500,0.0653
10503,0.1358
10505,0.0665
10507,0.0984
10512,0.0313
10517,0.0549
10522,0.0750
10524,0.1281
10528,0.2455
10529,0.0388
10531,0.0810
10540,0.0250
10541,0.0266
10545,0.1464
10548,0.0474
1055,0.0678
10556,0.0617
10567,0.0595
10580,0.1061
10590,0.0317
10592,0.0744
10597,0.1367
1060,0.1356
10600,0.0676
10613,0.0267
10622,0.0690
10624,0.2770
10638,0.0125
10642,0.0701
10644,0.1017
10656,0.0343
1066,0.0938
10671,0.0313
10672,0.0942
10673,0.1453
10677,0.0935
10679,0.0791
1068,0.0820
10680,0.2448
10686,0.0348
10695,0.0476
1070,0.1166
10701,0.0260
10704,0.0539
10705,0.0367
1072,0.0615
10720,0.0365
10722,0.2756
10725,0.0188
10728,0.1887
10735,0.1864
10738,0.2215
1074,0.1446
10740,0.1185
10742,0.0338
10746,0.1352
10754,0.0518
10756,0.1567
10766,0.2358
10767,0.0337
10769,0.0656
10770,0.2386
10777,0.0963
10779,0.0945
10786,0.1607
10788,0.0257
10790,0.0731
10797,0.0802
10801,0.0760
10804,0.0795
10805,0.0063
10807,0.0504
10810,0.1197
10826,0.1384
10833,0.0941
10840,0.0770
1086,0.2513
10860,0.2819
10862,0.1369
10863,0.0756
10880,0.1121
10881,0.1514
10883,0.0916
10888,0.1647
10890,0.0831
10894,0.0312
10898,0.1020
10905,0.0463
10911,0.0419
10914,0.0394
10915,0.0204
10940,0.1229
10944,0.1888
10949,0.4831
10952,0.1115
10954,0.2816
10959,0.1244
10966,0.1057
10968,0.0718
10983,0.0224
10987,0.0078
10989,0.0235
10990,0.0561
10993,0.1017
10996,0.0430
11,0.1530
110,0.0437
11010,0.0409
11015,0.0537
11018,0.0736
1102,0.1722
11021,0.0725
11023,0.0247
11034,0.0627
11039,0.1075
11047,0.0398
11050,0.1224
11055,0.0601
11059,0.1055
11065,0.0031
11069,0.0622
11075,0.2357
11076,0.0456
11077,0.0759
11088,0.0231
11092,0.0737
11094,0.0748
11096,0.1212
11098,0.0573
11101,0.0821
11109,0.1324
11111,0.0563
11114,0.1455
11115,0.1783
11119,0.2099
11127,0.3991
1113,0.1348
11133,0.0560
11140,0.1500
11141,0.0775
11143,0.0222
11148,0.1059
11152,0.0163
11156,0.0814
11157,0.0780
11163,0.0916
11165,0.0760
11167,0.0774
11177,0.0194
1118,0.0507
11180,0.0018
11188,0.1348
11199,0.1072
112,0.1238
11201,0.0755
11203,0.0714
11205,0.0769
11206,0.1013
11210,0.0721
11218,0.1217
11225,0.0764
11227,0.0865
1124,0.0652
11248,0.0226
11249,0.0348
1125,0.0708
