Idx,score
10005,0.045414
10013,0.068408
10020,0.128552
10033,0.201715
10035,0.045951
10038,0.160133
1004,0.371208
10042,0.193447
10043,0.156116
10046,0.084987
1005,0.094280
10051,0.067751
10053,0.066787
10056,0.086932
10058,0.079986
10060,0.166155
10066,0.084755
10071,0.180151
10076,0.148066
1008,0.095109
10083,0.271546
10092,0.053127
10093,0.015214
10094,0.078569
10098,0.049707
10099,0.008444
10103,0.011048
1011,0.045324
10121,0.097097
10126,0.275518
10127,0.051421
10131,0.146585
10136,0.019471
10142,0.008765
10143,0.086060
10144,0.031353
10150,0.042280
10154,0.075049
1016,0.036526
10161,0.053206
10162,0.024689
10168,0.028779
10170,0.052765
10177,0.061966
10179,0.028444
1018,0.033901
10180,0.086065
10184,0.057142
10186,0.146702
1019,0.029959
10191,0.119742
10194,0.191158
10197,0.051949
10199,0.026369
10200,0.056194
10207,0.168668
10219,0.035136
10222,0.028268
10224,0.026490
10231,0.114443
10237,0.050009
10239,0.028397
10242,0.102789
10245,0.057948
1025,0.257548
10250,0.239097
10260,0.008383
10262,0.044461
10265,0.021037
10267,0.147653
10281,0.036458
10282,0.079308
10285,0.012546
10286,0.040327
10289,0.218175
10298,0.216305
10301,0.094865
10309,0.160156
1031,0.033113
10317,0.152474
10322,0.021488
10326,0.003275
10333,0.025247
10337,0.304232
10339,0.126503
1034,0.064182
10343,0.040286
10345,0.060448
1035,0.253909
10351,0.228333
10355,0.022321
10357,0.067884
1036,0.063172
10364,0.064084
10367,0.099412
10381,0.041591
10383,0.041648
10385,0.039104
10387,0.061114
10396,0.075194
10398,0.029538
104,0.067397
10404,0.114805
10408,0.008172
10420,0.043486
1045,0.022159
10451,0.015787
10454,0.071911
10460,0.023714
10467,0.104387
10469,0.078931
10470,0.083245
10475,0.019220
10485,0.070892
10487,0.180977
1049,0.132586
10495,0.033321
10496,0.056481
10500,0.134520
10503,0.078867
10505,0.009428
10507,0.070409
10512,0.019014
10517,0.022648
10522,0.087157
10524,0.092620
10528,0.130217
10529,0.030321
10531,0.105496
10540,0.009538
10541,0.076245
10545,0.047432
10548,0.019468
1055,0.055118
10556,0.115711
10567,0.024913
10580,0.059175
10590,0.034841
10592,0.296192
10597,0.042445
1060,0.303833
10600,0.024531
10613,0.305785
10622,0.103386
10624,0.362292
10638,0.048957
10642,0.060151
10644,0.031357
10656,0.031289
1066,0.036410
10671,0.022818
10672,0.041283
10673,0.050014
10677,0.187047
10679,0.014813
1068,0.235965
10680,0.180703
10686,0.051648
10695,0.038672
1070,0.176168
10701,0.016563
10704,0.043186
10705,0.043567
1072,0.020826
10720,0.036806
10722,0.126720
10725,0.074782
10728,0.071972
10735,0.276784
10738,0.423158
1074,0.048957
10740,0.007891
10742,0.063516
10746,0.056204
10754,0.028760
10756,0.203086
10766,0.125334
10767,0.006100
10769,0.039994
10770,0.621143
10777,0.140813
10779,0.029708
10786,0.157856
10788,0.034792
10790,0.037230
10797,0.077440
10801,0.022804
10804,0.026978
10805,0.027190
10807,0.104637
10810,0.054931
10826,0.161547
10833,0.064991
10840,0.057322
1086,0.082523
10860,0.133437
10862,0.075850
10863,0.170227
10880,0.017275
10881,0.077941
10883,0.074677
10888,0.169737
10890,0.038309
10894,0.027045
10898,0.072825
10905,0.051004
10911,0.031629
10914,0.121880
10915,0.003016
10940,0.031646
10944,0.102716
10949,0.100293
10952,0.090105
10954,0.077358
10959,0.014194
10966,0.170411
10968,0.088938
10983,0.085847
10987,0.026205
10989,0.021542
10990,0.108180
10993,0.126298
10996,0.102873
11,0.201784
110,0.025482
11010,0.017876
11015,0.023194
11018,0.022334
1102,0.113927
11021,0.019707
11023,0.012582
11034,0.144552
11039,0.065393
11047,0.063437
11050,0.031629
11055,0.015387
11059,0.123529
11065,0.008702
11069,0.164828
11075,0.126323
11076,0.027798
11077,0.095133
11088,0.145432
11092,0.408077
11094,0.170085
11096,0.182347
11098,0.150930
11101,0.057837
11109,0.159126
11111,0.035344
11114,0.147998
11115,0.021058
11119,0.100015
11127,0.677262
1113,0.207111
11133,0.166994
11140,0.096349
11141,0.090675
11143,0.087331
11148,0.241108
11152,0.049655
11156,0.028105
11157,0.172352
11163,0.068011
11165,0.078115
11167,0.100373
11177,0.071732
1118,0.156320
11180,0.033177
11188,0.159212
11199,0.029576
112,0.134538
11201,0.082833
11203,0.024040
11205,0.015873
11206,0.040574
11210,0.147226
11218,0.031707
11225,0.050441
11227,0.132353
1124,0.033238
11248,0.044597
11249,0.023031
1125,0.072478
11251,0.102491
11253,0.008277
11259,0.067405
11261,0.093675
11264,0.052520
11266,0.028525
11270,0.041934
11275,0.054717
11276,0.165079
11278,0.045152
11282,0.029856
11283,0.115768
11288,0.027031
11297,0.157094
11298,0.168407
11310,0.041158
11311,0.138405
11313,0.108923
11316,0.037484
11318,0.062320
11320,0.030042
11326,0.035574
11327,0.176663
1133,0.029615
11332,0.042445
11334,0.009825
11337,0.059332
11339,0.011816
11340,0.081569
11341,0.063790
11352,0.171117
1136,0.059752
11362,0.024473
11363,0.127842
11370,0.250435
11375,0.135625
11378,0.011807
1138,0.049799
11382,0.056990
1139,0.006154
11390,0.044977
11399,0.017704
11403,0.084321
11404,0.148047
11407,0.030235
11409,0.124693
11418,0.047496
1142,0.202486
11420,0.112411
11424,0.035524
11433,0.026703
11438,0.038161
1144,0.017500
11442,0.065454
11443,0.017116
11445,0.111562
11447,0.043276
11448,0.024994
1145,0.065153
11453,0.016118
11466,0.057887
11469,0.088619
11478,0.115465
11485,0.242178
11489,0.089410
11491,0.075084
11495,0.149823
11502,0.117180
11506,0.130261
11510,0.015270
11511,0.024577
11517,0.042832
11518,0.056614
1152,0.061860
11520,0.148246
11523,0.165058
11529,0.233197
11533,0.156035
11538,0.029333
11540,0.229233
11552,0.018297
11554,0.025584
1156,0.180448
11560,0.016708
11571,0.023609
11575,0.215478
11579,0.008796
11580,0.060313
11583,0.049910
11586,0.125732
11591,0.035464
11592,0.039334
11596,0.060798
11597,0.110726
11598,0.038631
11600,0.056241
11603,0.231081
11606,0.006368
11615,0.054753
1162,0.528589
11623,0.005097
11625,0.018768
11627,0.033349
11632,0.026661
11639,0.085842
1164,0.010964
11646,0.023633
11652,0.045747
11658,0.059825
11666,0.081736
11676,0.088568
11681,0.213882
11687,0.096022
11696,0.084948
1170,0.095253
11709,0.016098
11710,0.046156
11713,0.086623
11715,0.021279
11721,0.339969
11728,0.099319
11729,0.057666
11736,0.174263
11739,0.115027
11744,0.191198
11746,0.092019
11753,0.059471
11755,0.058253
11757,0.145559
11759,0.074402
11766,0.106276
11767,0.143088
1177,0.095195
11772,0.117166
11774,0.130487
11776,0.260784
11779,0.080756
1178,0.207061
11787,0.037154
1179,0.071061
11790,0.177124
11791,0.103070
11792,0.072190
11796,0.031586
11798,0.077035
1180,0.088839
1181,0.057725
11814,0.148824
11817,0.066304
11821,0.019014
11822,0.049149
11826,0.064901
11828,0.087876
11831,0.017733
11832,0.024259
11836,0.059568
11839,0.201031
11842,0.142878
11851,0.015802
11860,0.026321
11864,0.038030
11868,0.020254
1187,0.149185
11871,0.029469
11878,0.036920
11881,0.026611
11888,0.071345
1189,0.209389
11899,0.011059
1190,0.049881
11902,0.058418
11903,0.027616
11906,0.040742
11912,0.144207
11923,0.054534
11924,0.019012
11926,0.091407
11927,0.035668
11933,0.071173
11939,0.024569
11940,0.056751
11945,0.145845
11947,0.034455
11949,0.104385
11955,0.053502
11957,0.042719
11958,0.109158
11959,0.074048
11964,0.092554
11967,0.036446
