Idx,score
10005,0.043361
10013,0.070084
10020,0.136363
10033,0.212243
10035,0.048167
10038,0.163883
1004,0.356377
10042,0.205042
10043,0.160808
10046,0.088679
1005,0.092498
10051,0.067752
10053,0.073803
10056,0.085232
10058,0.050998
10060,0.173725
10066,0.076791
10071,0.188676
10076,0.137686
1008,0.049654
10083,0.288042
10092,0.049500
10093,0.016195
10094,0.089669
10098,0.051844
10099,0.009247
10103,0.011489
1011,0.053644
10121,0.097406
10126,0.238371
10127,0.051577
10131,0.148692
10136,0.019396
10142,0.007318
10143,0.088748
10144,0.031565
10150,0.039714
10154,0.076369
1016,0.035776
10161,0.058845
10162,0.024828
10168,0.031221
10170,0.051128
10177,0.058987
10179,0.019037
1018,0.040162
10180,0.079177
10184,0.057204
10186,0.138477
1019,0.025765
10191,0.118982
10194,0.196427
10197,0.050610
10199,0.027215
10200,0.063966
10207,0.130683
10219,0.036719
10222,0.030092
10224,0.028146
10231,0.119703
10237,0.057894
10239,0.029125
10242,0.096949
10245,0.056988
1025,0.250666
10250,0.229784
10260,0.006923
10262,0.046372
10265,0.021874
10267,0.165254
10281,0.031780
10282,0.080753
10285,0.008169
10286,0.039526
10289,0.220464
10298,0.219458
10301,0.096826
10309,0.198659
1031,0.032688
10317,0.145959
10322,0.022906
10326,0.003471
10333,0.027121
10337,0.297388
10339,0.125587
1034,0.062460
10343,0.035060
10345,0.069475
1035,0.247291
10351,0.221632
10355,0.021988
10357,0.057548
1036,0.060839
10364,0.059873
10367,0.098145
10381,0.043698
10383,0.041766
10385,0.039325
10387,0.056662
10396,0.076316
10398,0.032874
104,0.069884
10404,0.088120
10408,0.008690
10420,0.044536
1045,0.021700
10451,0.015561
10454,0.064304
10460,0.013879
10467,0.104673
10469,0.080319
10470,0.084128
10475,0.021165
10485,0.070869
10487,0.169221
1049,0.142160
10495,0.033911
10496,0.056167
10500,0.141159
10503,0.077991
10505,0.008729
10507,0.070349
10512,0.019367
10517,0.022568
10522,0.090427
10524,0.095527
10528,0.130083
10529,0.019522
10531,0.109800
10540,0.006068
10541,0.080123
10545,0.042422
10548,0.013261
1055,0.060822
10556,0.113135
10567,0.026652
10580,0.055394
10590,0.034274
10592,0.272818
10597,0.042881
1060,0.306907
10600,0.024231
10613,0.252506
10622,0.107628
10624,0.360434
10638,0.049686
10642,0.064585
10644,0.031182
10656,0.033936
1066,0.022584
10671,0.023883
10672,0.042782
10673,0.049094
10677,0.199185
10679,0.015882
1068,0.236208
10680,0.182481
10686,0.052838
10695,0.037056
1070,0.170225
10701,0.012929
10704,0.041265
10705,0.043244
1072,0.021545
10720,0.039885
10722,0.141693
10725,0.078744
10728,0.068799
10735,0.270484
10738,0.425053
1074,0.051105
10740,0.008148
10742,0.065820
10746,0.055745
10754,0.029591
10756,0.206468
10766,0.136358
10767,0.005948
10769,0.038649
10770,0.712166
10777,0.150912
10779,0.029047
10786,0.157788
10788,0.035513
10790,0.037207
10797,0.076715
10801,0.021267
10804,0.026351
10805,0.029053
10807,0.111276
10810,0.053616
10826,0.155481
10833,0.066677
10840,0.062027
1086,0.078251
10860,0.134477
10862,0.080684
10863,0.173999
10880,0.016839
10881,0.077856
10883,0.075339
10888,0.156340
10890,0.035858
10894,0.026018
10898,0.068692
10905,0.049202
10911,0.031567
10914,0.123957
10915,0.003101
10940,0.039174
10944,0.112299
10949,0.097883
10952,0.101896
10954,0.076018
10959,0.008994
10966,0.174733
10968,0.090708
10983,0.093493
10987,0.026594
10989,0.021784
10990,0.109775
10993,0.126762
10996,0.103711
11,0.196216
110,0.027539
11010,0.018984
11015,0.021573
11018,0.022835
1102,0.115094
11021,0.020759
11023,0.013137
11034,0.152130
11039,0.068199
11047,0.076411
11050,0.031567
11055,0.009621
11059,0.125789
11065,0.010352
11069,0.206110
11075,0.123137
11076,0.026374
11077,0.095367
11088,0.148703
11092,0.414345
11094,0.179668
11096,0.186028
11098,0.149148
11101,0.063804
11109,0.153863
11111,0.035238
11114,0.150141
11115,0.021931
11119,0.096500
11127,0.685647
1113,0.209472
11133,0.153622
11140,0.102501
11141,0.090190
11143,0.089806
11148,0.241951
11152,0.050353
11156,0.028749
11157,0.179648
11163,0.066346
11165,0.078374
11167,0.103552
11177,0.069430
1118,0.150898
11180,0.017626
11188,0.158187
11199,0.031064
112,0.130214
11201,0.090476
11203,0.024212
11205,0.015919
11206,0.042674
11210,0.160202
11218,0.034478
11225,0.052717
11227,0.138363
1124,0.035306
11248,0.035225
11249,0.022283
1125,0.071466
11251,0.093030
11253,0.010155
11259,0.066400
11261,0.091591
11264,0.047102
11266,0.029908
11270,0.043864
11275,0.056800
11276,0.159552
11278,0.043543
11282,0.030507
11283,0.120117
11288,0.026055
11297,0.156586
11298,0.172042
11310,0.042209
11311,0.136259
11313,0.106774
11316,0.036161
11318,0.062683
11320,0.029776
11326,0.035398
11327,0.191981
1133,0.026761
11332,0.044114
11334,0.007539
11337,0.056881
11339,0.012520
11340,0.071213
11341,0.062064
11352,0.174713
1136,0.061572
11362,0.026155
11363,0.138166
11370,0.251301
11375,0.133223
11378,0.011373
1138,0.051177
11382,0.057508
1139,0.007595
11390,0.046529
11399,0.017844
11403,0.081707
11404,0.149305
11407,0.034547
11409,0.127695
11418,0.049263
1142,0.188134
11420,0.116870
11424,0.040084
11433,0.026715
11438,0.038048
1144,0.013756
11442,0.063891
11443,0.017737
11445,0.124181
11447,0.044815
11448,0.024470
1145,0.073996
11453,0.017336
11466,0.059417
11469,0.085207
11478,0.108699
11485,0.181125
11489,0.092899
11491,0.064858
11495,0.148165
11502,0.116799
11506,0.124122
11510,0.016195
11511,0.025767
11517,0.046729
11518,0.056733
1152,0.063660
11520,0.148875
11523,0.159536
11529,0.233738
11533,0.151301
11538,0.031271
11540,0.234785
11552,0.018629
11554,0.026076
1156,0.183956
11560,0.017776
11571,0.024703
11575,0.218790
11579,0.005147
11580,0.057795
11583,0.047734
11586,0.129285
11591,0.038447
11592,0.048556
11596,0.061735
11597,0.111906
11598,0.038562
11600,0.062934
11603,0.232724
11606,0.007136
11615,0.056427
1162,0.569731
11623,0.003519
11625,0.013697
11627,0.033892
11632,0.027002
11639,0.082851
1164,0.006867
11646,0.020853
11652,0.047293
11658,0.061087
11666,0.087121
11676,0.085484
11681,0.200088
11687,0.095658
11696,0.089360
1170,0.095170
11709,0.015693
11710,0.047255
11713,0.095389
11715,0.021170
11721,0.369965
11728,0.099450
11729,0.057017
11736,0.196067
11739,0.119740
11744,0.184716
11746,0.086809
11753,0.058418
11755,0.057155
11757,0.146081
11759,0.079464
11766,0.116932
11767,0.133253
1177,0.095797
11772,0.118532
11774,0.144601
11776,0.260125
11779,0.083544
1178,0.210848
11787,0.038341
1179,0.073144
11790,0.186475
11791,0.103612
11792,0.072418
11796,0.030003
11798,0.080464
1180,0.089979
1181,0.056301
11814,0.178041
11817,0.069984
11821,0.019367
11822,0.047290
11826,0.068094
11828,0.083243
11831,0.018180
11832,0.025305
11836,0.059508
11839,0.209617
11842,0.161352
11851,0.014608
11860,0.027169
11864,0.040482
11868,0.021899
1187,0.147323
11871,0.031533
11878,0.037227
11881,0.028928
11888,0.073517
1189,0.202819
11899,0.011639
1190,0.046473
11902,0.058281
11903,0.027196
11906,0.041266
11912,0.146957
11923,0.052932
11924,0.018325
11926,0.092335
11927,0.035161
11933,0.071988
11939,0.026317
11940,0.052678
11945,0.149663
11947,0.035665
11949,0.101741
11955,0.055960
11957,0.044730
11958,0.111033
11959,0.076072
11964,0.082750
11967,0.037345
11969,0.063286
1197,0.048867
11974,0.104163
11978,0.042087
1198,0.159240
11980,0.153283
11981,0.093639
11991,0.139427
11993,0.080679
11998,0.013023
12002,0.127766
12005,0.065741
12009,0.115024
1201,0.033923
12010,0.096872
12013,0.026203
12019,0.041150
12024,0.073244
12027,0.052055
12030,0.046373
12038,0.125712
12039,0.055755
12042,0.083874
12047,0.061696
12050,0.081876
12057,0.282098
12058,0.188248
1206,0.155209
12060,0.023641
12067,0.110111
1207,0.079410
12070,0.064739
12072,0.177093
12078,0.017193
12079,0.016839
12084,0.053096
12092,0.239172
12095,0.140922
12097,0.031587
121,0.047335
12102,0.134453
12107,0.063790
12112,0.032851
12113,0.019277
12115,0.027720
12123,0.163141
12131,0.113062
12137,0.083072
12139,0.039083
12140,0.100362
12142,0.085801
12153,0.042923
12156,0.396780
12166,0.074071
12171,0.131060
12175,0.046298
12176,0.074608
12183,0.004783
12193,0.045394
12194,0.099045
12195,0.086521
12198,0.096835
12202,0.011959
12205,0.042629
12206,0.105364
12208,0.025724
12210,0.233360
12213,0.047393
12217,0.043494
12218,0.016083
1222,0.084063
12225,0.050251
12231,0.178280
12232,0.060985
12233,0.084037
12235,0.291002
12238,0.106039
1224,0.073745
12240,0.051272
12245,0.147795
12246,0.012173
12251,0.013008
12252,0.026070
12257,0.035954
12259,0.024322
12265,0.050711
12266,0.006634
12267,0.122198
12270,0.046235
12273,0.021931
12276,0.033452
12278,0.031086
12279,0.021930
12280,0.028175
12282,0.050677
12288,0.018033
12289,0.016565
12302,0.036194
12303,0.049686
12307,0.017839
12309,0.244435
1231,0.010098
12312,0.008776
12315,0.094313
12326,0.062374
12333,0.067870
12334,0.041675
12335,0.057963
12340,0.043172
12341,0.013280
12346,0.021706
12352,0.027227
12356,0.111496
12358,0.066814
12361,0.149864
1237,0.032260
12371,0.123873
12377,0.021978
12378,0.126063
1238,0.082231
12383,0.072633
12384,0.109718
12390,0.023744
12394,0.029965
1240,0.237920
12402,0.051345
1241,0.117811
12412,0.019398
12415,0.020825
12416,0.075028
12418,0.017126
12421,0.048018
12423,0.246141
12431,0.300061
12435,0.208427
12439,0.013466
1244,0.081090
12443,0.015919
12449,0.079761
12450,0.172683
12455,0.079554
12457,0.016572
12460,0.048461
12468,0.075536
1247,0.078451
12472,0.038894
12475,0.212511
12476,0.027797
12485,0.031086
12492,0.221261
12496,0.137635
12500,0.056422
12503,0.092986
12509,0.023932
12510,0.049437
12512,0.035996
12517,0.063448
12518,0.256446
1252,0.078586
12524,0.024737
12528,0.021988
12529,0.095364
12533,0.038033
12534,0.098014
12537,0.069992
1254,0.240652
12547,0.042314
12552,0.053965
12553,0.025318
12557,0.075840
12563,0.056051
12568,0.018617
12571,0.034935
12575,0.044584
12579,0.029124
1258,0.029162
12584,0.132354
12588,0.076497
12594,0.021015
126,0.045394
12602,0.148762
12609,0.238262
12616,0.038867
12622,0.249866
1263,0.203136
12635,0.023369
12636,0.098505
12640,0.035315
12643,0.016572
12648,0.037330
12650,0.036270
12651,0.191566
12658,0.071948
12659,0.056359
12662,0.299038
12664,0.073252
12682,0.015525
12685,0.038669
12686,0.018439
12690,0.072463
12694,0.020354
127,0.099681
12705,0.029251
12707,0.037536
12717,0.018008
12726,0.045392
12728,0.031409
12729,0.078207
12735,0.023681
12736,0.205863
12740,0.024835
12747,0.036446
12750,0.103760
12753,0.066324
12757,0.016142
12759,0.474513
12765,0.051970
12769,0.014905
12771,0.019653
12772,0.014934
12774,0.058647
12776,0.091332
12780,0.052317
12782,0.059969
12783,0.046645
12791,0.052503
12798,0.175465
128,0.027663
12811,0.042468
12816,0.134344
12818,0.051743
12820,0.120160
12823,0.079425
12824,0.092742
12826,0.024061
12827,0.079689
12828,0.081881
1283,0.064168
12836,0.071678
12837,0.015363
12840,0.460640
12845,0.171642
