Idx,score
10005,0.036371
10013,0.085939
10020,0.074151
10033,0.079546
10035,0.230232
10038,0.048525
1004,0.245868
10042,0.019016
10043,0.065474
10046,0.029698
1005,0.009712
10051,0.141896
10053,0.060221
10056,0.040902
10058,0.096579
10060,0.138843
10066,0.094411
10071,0.171909
10076,0.399490
1008,0.097174
10083,0.047275
10092,0.094209
10093,0.018263
10094,0.009030
10098,0.156152
10099,0.003327
10103,0.012292
1011,0.142003
10121,0.037616
10126,0.457797
10127,0.017969
10131,0.145368
10136,0.017059
10142,0.005868
10143,0.206904
10144,0.057724
10150,0.031398
10154,0.022010
1016,0.034677
10161,0.029904
10162,0.018530
10168,0.086395
10170,0.011929
10177,0.005021
10179,0.024005
1018,0.188067
10180,0.045667
10184,0.027359
10186,0.033079
1019,0.109890
10191,0.100343
10194,0.013710
10197,0.022102
10199,0.057198
10200,0.005108
10207,0.080359
10219,0.124619
10222,0.024647
10224,0.169351
10231,0.190877
10237,0.044905
10239,0.123776
10242,0.153492
10245,0.132942
1025,0.080578
10250,0.028828
10260,0.018169
10262,0.011105
10265,0.020598
10267,0.264530
10281,0.016891
10282,0.117546
10285,0.033755
10286,0.116067
10289,0.032440
10298,0.221254
10301,0.015248
10309,0.008455
1031,0.048503
10317,0.057435
10322,0.127718
10326,0.001337
10333,0.069221
10337,0.224637
10339,0.246649
1034,0.339805
10343,0.025508
10345,0.040621
1035,0.250559
10351,0.231213
10355,0.131221
10357,0.013787
1036,0.135314
10364,0.137314
10367,0.484164
10381,0.012958
10383,0.052094
10385,0.053306
10387,0.041819
10396,0.002768
10398,0.038862
104,0.072411
10404,0.216172
10408,0.197145
10420,0.027305
1045,0.048367
10451,0.037290
10454,0.033790
10460,0.029873
10467,0.073763
10469,0.085942
10470,0.554933
10475,0.069470
10485,0.094670
10487,0.231024
1049,0.100796
10495,0.021935
10496,0.146628
10500,0.022111
10503,0.129605
10505,0.025896
10507,0.124612
10512,0.023657
10517,0.042627
10522,0.050357
10524,0.026930
10528,0.083707
10529,0.433516
10531,0.050903
10540,0.041156
10541,0.044751
10545,0.053320
10548,0.013638
1055,0.172966
10556,0.245645
10567,0.008878
10580,0.172022
10590,0.026350
10592,0.058535
10597,0.562279
1060,0.156468
10600,0.052602
10613,0.188937
10622,0.109947
10624,0.255029
10638,0.068138
10642,0.074763
10644,0.021992
10656,0.062539
1066,0.108035
10671,0.080956
10672,0.044524
10673,0.074664
10677,0.145869
10679,0.012846
1068,0.029035
10680,0.290435
10686,0.031983
10695,0.013014
1070,0.111984
10701,0.005455
10704,0.070890
10705,0.030782
1072,0.010881
10720,0.013268
10722,0.054913
10725,0.007408
10728,0.239410
10735,0.126365
10738,0.406813
1074,0.089489
10740,0.030813
10742,0.019060
10746,0.111000
10754,0.066667
10756,0.284434
10766,0.271644
10767,0.018605
10769,0.039937
10770,0.387984
10777,0.161114
10779,0.012361
10786,0.357220
10788,0.026224
10790,0.043507
10797,0.116768
10801,0.049539
10804,0.020300
10805,0.051104
10807,0.082575
10810,0.105259
10826,0.092099
10833,0.151090
10840,0.212115
1086,0.159074
10860,0.373151
10862,0.182146
10863,0.039487
10880,0.091377
10881,0.173180
10883,0.017485
10888,0.140225
10890,0.021060
10894,0.020344
10898,0.061261
10905,0.099624
10911,0.035251
10914,0.067076
10915,0.003762
10940,0.115183
10944,0.042131
10949,0.049857
10952,0.067183
10954,0.460454
10959,0.105450
10966,0.169251
10968,0.074417
10983,0.133201
10987,0.009945
10989,0.007421
10990,0.003978
10993,0.414288
10996,0.042940
11,0.214055
110,0.064755
11010,0.014041
11015,0.032819
11018,0.031784
1102,0.232427
11021,0.066701
11023,0.014997
11034,0.090559
11039,0.044809
11047,0.156517
11050,0.184644
11055,0.020741
11059,0.061871
11065,0.013916
11069,0.101155
11075,0.062264
11076,0.070036
11077,0.372976
11088,0.014502
11092,0.091900
11094,0.042961
11096,0.087634
11098,0.046986
11101,0.040124
11109,0.066196
11111,0.021284
11114,0.375331
11115,0.272581
11119,0.208401
11127,0.647397
1113,0.135940
11133,0.020163
11140,0.100693
11141,0.087914
11143,0.041102
11148,0.060670
11152,0.008556
11156,0.134480
11157,0.293831
11163,0.285746
11165,0.071085
11167,0.158100
11177,0.029489
1118,0.057761
11180,0.020140
11188,0.085939
11199,0.061531
112,0.283920
11201,0.120885
11203,0.026581
11205,0.018416
11206,0.033530
11210,0.024839
11218,0.191240
11225,0.034742
11227,0.161462
1124,0.071377
11248,0.054951
11249,0.024846
1125,0.005528
11251,0.060638
11253,0.022388
11259,0.080803
11261,0.181303
11264,0.071364
11266,0.093807
11270,0.010290
11275,0.152075
11276,0.129323
11278,0.033989
11282,0.029413
11283,0.117679
11288,0.204245
11297,0.063009
11298,0.336044
11310,0.015946
11311,0.038540
11313,0.014460
11316,0.026262
11318,0.005367
11320,0.011935
11326,0.045703
11327,0.508541
1133,0.525944
11332,0.062596
11334,0.023530
11337,0.111401
11339,0.033099
11340,0.228692
11341,0.057647
11352,0.017694
1136,0.099019
11362,0.037422
11363,0.273152
11370,0.249871
11375,0.011547
11378,0.081506
1138,0.020045
11382,0.056503
1139,0.047650
11390,0.013315
11399,0.035180
11403,0.158849
11404,0.077378
11407,0.025106
11409,0.071680
11418,0.032489
1142,0.027948
11420,0.057218
11424,0.096881
11433,0.287463
11438,0.036828
1144,0.011734
11442,0.145079
11443,0.016726
11445,0.107709
11447,0.283226
11448,0.018194
1145,0.105137
11453,0.014867
11466,0.083710
11469,0.102115
11478,0.016614
11485,0.281616
11489,0.013714
11491,0.054233
11495,0.145645
11502,0.025309
11506,0.053585
11510,0.023279
11511,0.019073
11517,0.010075
11518,0.019862
1152,0.063317
11520,0.189584
11523,0.050667
11529,0.112452
11533,0.062168
11538,0.045282
11540,0.316199
11552,0.028613
11554,0.046174
1156,0.009601
11560,0.018869
11571,0.070751
11575,0.730833
11579,0.057406
11580,0.213950
11583,0.147922
11586,0.009985
11591,0.025356
11592,0.087890
11596,0.105572
11597,0.088668
11598,0.046757
11600,0.074062
11603,0.059110
11606,0.029844
11615,0.015564
1162,0.149784
11623,0.011255
11625,0.049880
11627,0.100438
11632,0.019141
11639,0.016336
1164,0.141668
11646,0.005396
11652,0.015832
11658,0.033130
11666,0.004423
11676,0.019763
11681,0.102169
11687,0.119725
11696,0.185637
1170,0.016166
11709,0.053458
11710,0.064808
11713,0.038954
11715,0.059018
11721,0.447469
11728,0.035571
11729,0.108966
11736,0.035933
11739,0.008507
11744,0.029380
11746,0.122219
11753,0.048088
11755,0.362930
11757,0.181804
11759,0.048359
11766,0.073166
11767,0.046809
1177,0.053412
11772,0.078667
11774,0.119150
11776,0.232890
11779,0.136920
1178,0.042532
11787,0.032208
1179,0.012361
11790,0.017759
11791,0.055828
11792,0.005619
11796,0.174172
11798,0.342587
1180,0.019759
1181,0.049608
11814,0.036173
11817,0.004613
11821,0.025183
11822,0.039675
11826,0.071455
11828,0.064573
11831,0.013738
11832,0.047342
11836,0.125081
11839,0.197510
11842,0.023096
11851,0.017765
11860,0.073144
11864,0.014819
11868,0.059147
1187,0.116937
11871,0.013540
11878,0.003916
11881,0.018615
11888,0.099987
1189,0.551854
11899,0.020262
1190,0.043111
11902,0.017654
11903,0.052590
11906,0.002514
11912,0.248156
11923,0.057678
11924,0.023054
11926,0.085721
11927,0.037073
11933,0.129008
11939,0.015420
11940,0.094563
11945,0.054713
11947,0.049650
11949,0.084386
11955,0.025232
11957,0.054115
11958,0.079321
11959,0.080725
11964,0.007851
11967,0.019485
11969,0.534473
1197,0.042742
11974,0.060720
11978,0.023985
1198,0.163456
11980,0.056833
11981,0.013543
11991,0.108419
11993,0.020878
11998,0.006539
12002,0.040014
12005,0.053214
12009,0.011043
1201,0.024395
12010,0.101113
12013,0.046965
12019,0.049651
12024,0.062696
12027,0.106044
12030,0.116287
12038,0.036401
12039,0.028476
12042,0.005339
12047,0.125363
12050,0.035680
12057,0.297422
12058,0.047405
1206,0.089303
12060,0.017151
12067,0.189528
1207,0.008545
12070,0.028411
12072,0.112620
12078,0.006233
12079,0.073096
12084,0.227091
12092,0.097020
12095,0.045547
12097,0.040252
121,0.132702
12102,0.027847
12107,0.681108
12112,0.010157
12113,0.004585
12115,0.004244
12123,0.040754
12131,0.055790
12137,0.027595
12139,0.107278
12140,0.360225
12142,0.034874
12153,0.011109
12156,0.447790
12166,0.051155
12171,0.077831
12175,0.069749
12176,0.039527
12183,0.008118
12193,0.267883
12194,0.040875
12195,0.098329
12198,0.024196
12202,0.038602
12205,0.141028
12206,0.020273
12208,0.040451
12210,0.114655
12213,0.015401
12217,0.038740
12218,0.037480
1222,0.106090
12225,0.114992
12231,0.281039
12232,0.258036
12233,0.121157
12235,0.457005
12238,0.038682
1224,0.044557
12240,0.031185
12245,0.070151
12246,0.029167
12251,0.014098
12252,0.004380
12257,0.044809
12259,0.031896
12265,0.018517
12266,0.011365
12267,0.053392
12270,0.010255
12273,0.015392
12276,0.138931
12278,0.064139
12279,0.007613
12280,0.008679
12282,0.029424
12288,0.009848
12289,0.031322
12302,0.111837
12303,0.061682
12307,0.038515
12309,0.285257
1231,0.036716
12312,0.022522
12315,0.020769
12326,0.064909
12333,0.058881
12334,0.054624
12335,0.109430
12340,0.019227
12341,0.015138
12346,0.079444
12352,0.006027
12356,0.029090
12358,0.083305
12361,0.273609
1237,0.025353
12371,0.177613
12377,0.029177
12378,0.385558
1238,0.099717
12383,0.031796
12384,0.076168
12390,0.010496
12394,0.039428
1240,0.323162
12402,0.032597
1241,0.146843
12412,0.012560
12415,0.051526
12416,0.037389
12418,0.009802
12421,0.114920
12423,0.087723
12431,0.189126
12435,0.048636
12439,0.006038
1244,0.072702
12443,0.006439
12449,0.066563
12450,0.108360
12455,0.073092
12457,0.013531
12460,0.015099
12468,0.090383
1247,0.048422
12472,0.016423
12475,0.337889
12476,0.017568
12485,0.192867
12492,0.369830
12496,0.080932
12500,0.024362
12503,0.015386
12509,0.009251
12510,0.010982
12512,0.048388
12517,0.011261
12518,0.063235
1252,0.065436
12524,0.024422
12528,0.025852
12529,0.203872
12533,0.005115
12534,0.015544
12537,0.019463
1254,0.034675
12547,0.019536
12552,0.194996
12553,0.128269
12557,0.076699
12563,0.151730
12568,0.006662
12571,0.011899
12575,0.058113
12579,0.008118
1258,0.294737
12584,0.029932
12588,0.062021
12594,0.079304
126,0.249719
12602,0.034114
12609,0.126340
12616,0.061633
12622,0.361331
1263,0.087937
12635,0.017724
12636,0.022154
12640,0.045932
12643,0.022395
12648,0.038207
12650,0.032153
12651,0.123904
12658,0.063240
12659,0.053575
12662,0.159917
12664,0.040353
12682,0.011057
12685,0.043477
12686,0.006508
12690,0.073230
12694,0.155330
127,0.067011
12705,0.004044
12707,0.022949
12717,0.025874
12726,0.033080
12728,0.016733
12729,0.098586
12735,0.026963
12736,0.436151
12740,0.056151
12747,0.033769
12750,0.125471
12753,0.066314
12757,0.011264
12759,0.449073
12765,0.078234
12769,0.009257
12771,0.014205
12772,0.144339
12774,0.026011
12776,0.084257
12780,0.172752
12782,0.022752
12783,0.052080
12791,0.147970
12798,0.043304
128,0.059439
12811,0.164922
12816,0.194212
12818,0.032600
12820,0.098918
12823,0.162098
12824,0.206615
12826,0.132841
12827,0.126159
12828,0.024170
1283,0.046294
12836,0.182128
12837,0.002893
12840,0.144124
12845,0.220707
12846,0.106574
12856,0.027601
12858,0.063856
12859,0.094375
12860,0.041008
12861,0.141897
12868,0.053252
12869,0.289313
12881,0.024823
12882,0.017526
12883,0.005656
12885,0.170745
1289,0.012872
12893,0.195179
12898,0.022010
12899,0.103417
129,0.065337
12902,0.019665
12907,0.008455
12908,0.088761
12912,0.012242
12924,0.008180
12927,0.186653
12928,0.005115
12934,0.277836
12939,0.068315
1294,0.068119
12942,0.105562
12945,0.100012
12946,0.086789
12949,0.027402
1295,0.074075
12950,0.078086
12954,0.046839
