Idx,score
10005,0.026650
10013,0.108172
10020,0.202284
10033,0.201434
10035,0.066618
10038,0.151275
1004,0.451647
10042,0.084410
10043,0.114731
10046,0.047892
1005,0.064998
10051,0.058248
10053,0.084953
10056,0.103641
10058,0.050626
10060,0.274743
10066,0.035432
10071,0.278416
10076,0.211725
1008,0.164587
10083,0.298876
10092,0.050233
10093,0.021439
10094,0.053340
10098,0.064867
10099,0.014532
10103,0.010272
1011,0.098091
10121,0.066072
10126,0.319727
10127,0.039020
10131,0.096879
10136,0.016252
10142,0.011051
10143,0.119390
10144,0.061182
10150,0.032501
10154,0.063469
1016,0.022349
10161,0.074664
10162,0.017771
10168,0.032714
10170,0.065592
10177,0.047495
10179,0.057294
1018,0.097599
10180,0.089255
10184,0.027729
10186,0.183319
1019,0.031165
10191,0.080548
10194,0.181894
10197,0.034523
10199,0.041602
10200,0.046851
10207,0.074765
10219,0.039949
10222,0.021496
10224,0.022504
10231,0.151255
10237,0.063911
10239,0.039005
10242,0.064745
10245,0.072219
1025,0.194279
10250,0.343939
10260,0.008859
10262,0.055135
10265,0.036003
10267,0.135111
10281,0.028250
10282,0.060449
10285,0.005563
10286,0.024594
10289,0.243373
10298,0.297944
10301,0.066396
10309,0.196230
1031,0.024982
10317,0.079228
10322,0.037520
10326,0.006429
10333,0.028610
10337,0.239512
10339,0.065613
1034,0.096901
10343,0.035374
10345,0.055886
1035,0.183863
10351,0.345378
10355,0.022904
10357,0.053398
1036,0.055465
10364,0.041287
10367,0.095969
10381,0.022740
10383,0.049851
10385,0.052355
10387,0.064179
10396,0.037520
10398,0.034722
104,0.082440
10404,0.367923
10408,0.028184
10420,0.018151
1045,0.014399
10451,0.019951
10454,0.060600
10460,0.013712
10467,0.113193
10469,0.048133
10470,0.069924
10475,0.036606
10485,0.054938
10487,0.178486
1049,0.142193
10495,0.020662
10496,0.030900
10500,0.151091
10503,0.095306
10505,0.015152
10507,0.079429
10512,0.013676
10517,0.015949
10522,0.054368
10524,0.065679
10528,0.105856
10529,0.082991
10531,0.128588
10540,0.013326
10541,0.076320
10545,0.043517
10548,0.043214
1055,0.046901
10556,0.109163
10567,0.015505
10580,0.061860
10590,0.045038
10592,0.310099
10597,0.075118
1060,0.421805
10600,0.011236
10613,0.397359
10622,0.050983
10624,0.344093
10638,0.025506
10642,0.056255
10644,0.025081
10656,0.022295
1066,0.014075
10671,0.024842
10672,0.045468
10673,0.048016
10677,0.102102
10679,0.010744
1068,0.266259
10680,0.113315
10686,0.047938
10695,0.024175
1070,0.142000
10701,0.012530
